414,The Flight of the serpentarius,Bruno Sanfilippo,291.082,856709,Elakelaiset;Urge Overkill;Wolfchant;The Irish Rovers;Martriden;Dean Evenson;Frank Chacksfield & His Orchestra;Amy Lambert;Kelly Sweet;The Shangri-Las
415,Fear The Sea,The Gathering,348.44689,8139725,Gisele MacKenzie;Egberto Gismonti;Jere McAllister;Inspiral Carpets;Sam Butera & The Witnesses;Save As;Jackie Edwards;Naughty By Nature featuring Phiness;Tania Maria;Paloalto;Kat Deluna / Akon;089 Clique feat. Minnesota Snipe & Skinny Cueball;The John Buzon Trio;Fake Problems
416,Focus,DJ Isaac,497.13587,1113133,Daddy Dog;Small Faces;Showbread;Fountains Of Wayne;Extreme;Aswad
417,Life,Ill Harmonics,71.99302,5193649,Cristy Lane;Kris Gruen;Louie Ramirez;Reel Big Fish;DAVE MATTHEWS BAND;Slum Village;The Misfits;Dancecore Allstars
418,Tune In,Cutting Edge,358.71302,8113297,Savoy Brown;Shay Torrent;Nick Ingman;Eddie Cano;The Bug Featuring Ricky Ranking;Dan Cummins;Oliver Lake Quintet;Gunther & the Sunshine Girls;Rockabye Baby!;Roy Carrier;Kuldeep Paras;Ed Bruce
419,Stars (GROWTH Ultraviolence Mix),Ultraviolence,271.12444,7565942,Jean Corti;Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine
420,Hermitage,Pat Metheny,338.02404,4091836,Crucial Conflict;Regina Belle;Flora Purim;Lynette Schultz;George Faith
421,Human Being (1972 demo),New York Dolls,354.01098,7793920,Salt The Wound;Maroon 5;Percy Mayfield;Shaggy;Angélla Christie;Charlie Byrd / Carlos Barbosa-Lima / Carlos Barbosa-Lima;Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine;Black History;Alas;Turisas;Cache Cache
422,The Magic Violin,Hot Club Of Cowtown,163.10812,5068179,Bo Carter;Petra;Vanessa Daou;City High;Donnie Brooks;Northern State;Adam Richmond;Bone Thugs-N-Harmony / Akon
423,Chira,Nikos Kalaintzis,314.01751,1976488,Murderdolls;Carlos Vives;LaWanda Page;Mando Diao;Elvenking;Der Moderne Man;GG Allin;Soul Embraced;Frank Marino & Mahogany Rush;Russell Malone
424,Wouldn't Last a Weeg,The Weegs,171.57179,2694527,Phil Collins;Jonny Lang;Lester Bowie;Ice Cube;African Rhythm Messengers;Pat Travers;Panic At The Disco;Schoolyard Heroes;Cali;Rustless;Scott Weiland;Wolfmother;Brenda Boykin
425,Doodlin',Kai Winding,212.92363,5481092,The Shirrows;Los Cisnes;A Perfect Murder;Tommy Castro;Kuba;Stefon Harris;Our Time Down Here
426,Open Arms,Gary Go,217.86077,6158484,DJ Godfather;R. Carlos Nakai;Behemoth;Jerry Yan;Gary Hobbs;Pete Miser;Deepest Blue
427,All Hands On Deck part 2: Open Water [Album Version],Funeral For A Friend,228.64934,1090341,Hassan Annouri;Faron Young;Mike Jones;Hotwire;All Girl Summer Fun Band;Götterdämmerung;Laid Back
428,Untitled,Brainchoke,53.81179,4342917,Fred Merpol;Roger McGuinn;Orenda;Alice Stuart
429,I Will Call Upon the Lord,Bill Murk,109.322,802936,Lonnie Johnson;Bill & Gloria Gaither;Marcel Mouloudji;Twista & The Speedknot Mobstaz;Christina Aguilera;Marc Shaiman;Yuppie Pricks;Agency 1.9.9.4;Annie Blanchard;Charley Pride;Ashtrax;Diesel Boy
430,Stampede,He Is Legend,207.12444,480206,The Cat's Miaow;Hassan Annouri feat. Cassandra Steen;Diego Vasallo;John Mayall & The Bluesbreakers;Hot Tuna;Stiff Meat;Capone-N-Noreaga feat. Busta Rhymes and Ron Browz;Mar Azul;Savoy Brown;20/20;Cassie;Billy Price_ Fred Chapellier;Tarheel Slim;Mars Ill;Esser
431,Rülpsen Sie Eine Hauptstadt,Tresenlesen,513.61914,8391219,Eric Demarsan;Claire Elzière;Silent Stream Of Godless Elegy;Barry Künzel;Susana Seivane;Patience Dabany
432,You Can Make It (Album Version),Douglas Miller,247.09179,1158913,Neil Diamond;Ann Nesby;Army of the Pharoahs;K.I.Z.;Marvin Sapp;June Hutton;Cândido
433,Talk Of The Town,Firehouse,278.12526,3155017,Clarence Profit;Smash Palace;Robin Frederick;The Tall Grass
434,124 Stomp,Azukx,438.90893,5617210,Thomas Battenstein;Dead To Me;Jimmy Wyble;Steinski;The Raconteurs;Lara & The Gumbo Lickers;Delta 9
435,Sometimes,Les Rythmes Digitales feat. Nik Kershaw,297.45587,616176,Asleep At The Wheel;Poncho Sanchez;Jean Lumière;The Temper Trap;Non Phixion
436,One Thing,YZ,267.59791,8884281,Bob Wills;The Smashing Pumpkins;The Even Dozen Jug Band;Oztara;Walter Jackson; Arranged & conducted by Riley Hampton
437,Electric Phase / Hot 'n' Ready / Pack It Up 'n' Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle,UFO,1819.76771,7388605,Jack Johnson;Stew;JK;Ismael Dueñas;Danger Danger;Tim Hughes;Beatnuts;Rated R
438,The Story Of An Artist,Daniel Johnston,296.54159,8993420,22-20s;Williamson;Marcel Azzola;Kenny G;Gregory Isaacs;Lionel Richie;Oliver Lake Quintet
439,Many Weapons Many Men,Criminal Class USA is Hush Hush Revolution,174.18404,7269115,Rachel Loy;Jeckyll & Hyde;Fuzz
440,Big Trouble Upstairs,Pitch Black,283.32363,6642791,The Prodigy;Josh Turner;Nolwenn Leroy;The Plimsouls;Swim;Mylon LeFevre;Kanye West / Lupe Fiasco
441,Denk,Samy Deluxe,237.19138,1137376,Dale Russ / Finn MacGinty;Rockabye Baby!;Anti-Flag;Johnny Carver;Jesus Otero - Luny Tunes;Daniel Kobialka
442,Será cuando regreses,Noemí,178.23302,8315391,Ned Miller;Vana;Dave Valentin;The Avengers;Major Lazer / Vybz Kartel / Afrojack;2raumwohnung;Nick Colionne;Stiff Meat;Seventh Day Slumber;Piero Umiliani;Williamson;Bukka White;Orquesta Aragon;Taste;DJ Spinn and DJ Rashad;Djalma Correa;Catia Werneck;Leslie Mendelson
443,Siempre,Reptil,220.3424,8291989,Azukx;Nicola Fasano Feat. Paula B;Dan Moretti;NO-TONE ft.Inusa;Buffalo Nickel Band;Babylon Disco;Ethel Merman;Molesta Ewenement;Alexisonfire;Rui Da Silva;5th Ward Boyz;Cross Country;Sandra Mihanovich
444,Attic Room,Casiotone For The Painfully Alone,188.94322,2573571,Motograter;Shaman;Marilyn Scott
445,Te Vas Angel Mio,Michael Salgado,212.63628,2493475,Hoods;Jacques Dutronc;Beyoncé feat. Slim Thug;Jill Paquette
446,So Say I,Mr Brown,147.1473,1715514,Peter Tosh & Winston Scotland;Anti-Flag;brokeNCYDE;Dark Fortress
447,A Movie Of A Placid Lake On A Moonless Night in September,Will Ackerman,384.60036,3358220,Vex'd;Taya wooden;Vivian;Ministry of Sound;Cristy Lane;F4;Charlie Haden;Monty;David Arkenstone;Daler Mehndi;Chitra;Carmen Y Laura;Philippe Sarde;Patsy Cline;Baby Bash / Grimm;Byron Cage featuring Tye Tribbett
448,Leather Prowler,Liars,265.09016,1207411,The Nelons;Opiate For The Masses;Manuel & The Music Of The Mountains;Bobby Hutcherson;Sonia Dersion;Ximena Sarinana;Tony Mathews;Billy Bragg;Angélica María;Eliane Elias;David Jalbert;Champion Jack Dupree;Renee Rosnes;Mariachi Silvestre Vargas;liquid soul & freq;Mills Brothers
449,Heut' Nacht,Spliff,264.41098,3279663,Humble Pie;Pierre Boulez;Dr. Elmo;Mandi;Cool cavemen;Smash Palace;David Cook;Taya wooden;The Tall Grass
450,Una dolce melodia,Franco_ Valeriana,205.50485,7640875,Dungeon Family;Tony Danza Tap Dance Extravaganza_ The;The Jane Shermans;Nicola Fasano feat. Paula B.;PRE
451,L'Amour Existe Encore,Lara Fabian,229.72036,6167327,Deodato;High Strung_ The;Greek Gypsy Musicians;G Unit feat. 50 Cent
452,Te Necesito,Angelica Maria,160.83546,1870871,Criminal Class USA is Hush Hush Revolution;Bonita;Vivian;The Monroes;R.E.M.;Joy Enriquez;Andre Verchuren;Gerald Clayton;MIMS Featuring J. Holiday
453,Love Me,Jars Of Clay,191.81669,6371659,Randy Travis;Daddy Yankee;P.o.d;City High;Cyndi Wang;Tonic;Beres Hammond;Luiz Bonfa;Amoral;The Clark Sisters;Franz Ferdinand;Kurupt_ Rosco_ Jayo Felony & 40 Glocc;Smartbomb
454,The Witching Hour,John Mayall,262.79138,5766383,Edmundo Ros;X-ecutioners featuring M.O.P.;Winds Of Plague;Pyrolator;Sound 5;X-ecutioners;KRS-One
455,Underarms,Grandmaster Flash,190.17098,8567705,Hassan Annouri;Kathleen Madigan;Kurupt_ Rosco_ Jayo Felony & 40 Glocc;Wilks featuring pee wee ellis;S. Solis y Orquesta
456,Les Dépenaillés,Klimperei,110.10567,6748711,Bonita;R.E.M.;Jack Sheldon;Kerson;Sean Quinn;Cauda Pavonis;Andy Russell
457,Diamond Eyes (Album Version),Deftones,188.26404,8977507,Bob Willis;Dickies;Remmy Ongala;The Stranglers;Pretty Boy Floyd;Blackalicious;Mocambo Allstars
458,Put Down Your Weapons,Yami Bolo,219.402,7164215,Slipknot;Bimbo Band;Tabu Ley Rochereau;X-ecutioners featuring M.O.P.;Dylan Kuo;Suicide;Maurice Larcange;Ice_ Lucky Luciano_ Filero;T.I.;Cradle Of Filth;Mart'nália;Michelle & Vickie;Hot Club Of Detroit;The Dells;Tom Collier;Carl Doy with NZSO
459,Heartbreaker,Free,229.56363,104485,Zombie Girl;Gabriel Grossi;Spunk
460,This Is A Stick Up,Ghetto Mafia,286.37995,5004624,Faron Young;The Beatles / Tony Sheridan;Marga Gomez;Charlie Rich;Smash Palace
461,Yo Quiero Contigo,Baby Rasta & Gringo,167.36608,7948828,Kim English;Simon Harris;Jackie Wilson;Audio Adrenaline;Sergio Franchi;Nybbl
462,100 Club 1996 ''We Love You Beatles'' - Live,Sex Pistols,88.73751,5195440,Naughty By Nature;Christoper Titus;Shai Hulud;Emeneya;Jean Gabin;La Billo_ Los Melódicos;Jaci Velasquez;Eleanor McEvoy;Astarte;Steinski;Marvin Sapp;Tha Chamba;Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx
463,deine liebe,[kaleidoskop],320.522,6652810,Saigon Kick;Enuff Z 'Nuff;Götterdämmerung;Vincent Baguian;Helen O'Connell;Ini Kamoze;Auf Der Maur;Jewel;Misty Roses
464,Baby_ It's Gonna Cost You,Frenchy,197.90322,7026103,Sandi Thom;Ziggy Marley And The Melody Makers;Richard Smith;Olov Johansson_ Catriona Mckay;The Continentals;Brasilian Tropical Orchestra;Busta Rhymes feat. Linkin Park;Panzer AG;Equilibrium;Patricia Kaas
465,Goody Goody,Charlie Byrd Trio,232.93342,6159482,RUN-DMC;Arthur Fiedler;Earl Wild;Pasquale Cardillo;Defari;Jimmy McGriff;Yuko Kanzaki;Hunters;Sister Rosetta Tharpe & Marie;G.G. Allin;DJ Ostkurve;Judas Iscariot;Crematorium;Khold;SAF;Gregory Isaacs;B.o.B
466,Karma,Alicia Keys,255.99955,3358987,Kitaro;Shade Sheist / N.U.N.E. / King Arthur;Bowen_ Robin Huw;Cannon's Jug Stompers;Storyville;Beatnuts;Belle & Sebastian;Operator;Radney Foster;R. Carlos Nakai;Nicholas Hooper;Small Faces;Julio Iglesias Jr.;Mr. Lif;Fudge Tunnel;Junior Parker;Teijo Joutsela and Humppa-Veikot
467,Pete's Crusade,Light Of The World,247.74485,6623995,Glen Washington;Set Your Goals;Evanescence;Supertalented;Ocho y Media;Paul Geremia;Drowning Pool;Nine Inch Nails;The Exies
468,Money Blues,Joanna Connor,243.66975,2626690,Felix Slatkin/Concert Arts Symphonic Band;Terminal 11 feat. b.b0Nd;Imiskoubria;Sivuca & Clã Brasil;Indica
469,Sou Vazo Diskola,Natassa Theodoridou,209.99791,3473220,Cristy Lane;STEVE CAMP
470,Vankina vapauden,Markus,189.36118,1170609,Elephant Man;2 Minutos;John Williams;Operator;Michael Landau;Lollipop Lust Kill;Chelsea;Mystic Rhythms Band
471,To Pouli,Angela Dimitriou,78.70649,3266289,Pepe Romero;Dine et Déon;Gene Chandler
472,Emerald,Bedrock,501.86404,7761766,Melt Banana;Eri Esittäjiä;The Temper Trap;Los Chunguitos;Jim Reeves;Lupe Fiasco;Leann Rimes & Brian McFadden;Pee Wee Crayton
473,Enslaved By Propaganda,Total Fucking Destruction,132.17914,8641171,Coldplay;The Party Group;Bally Sagoo
474,Firestarter,The Prodigy,225.09669,3127217,The Cardigans;Pitch Black;Ms. Dynamite / Kymani Marley;Kaizers Orchestra;Tin Hat Trio;Jessica Simpson featuring Lil Bow Wow;Fixx_ The;Danny Williams;Melissa Auf der Maur;Her Majesty's Finest;Mance Lipscomb;Banda La Bocana;Faking David;Jack Orsen & Taktlo$$
475,Testify,Phil Collins,392.82893,1378769,Kurt Tepperwein;Arthur Tracy;Bob Crosby;Sean Paul;Bally Sagoo;Karan Casey;Y&T;Marion Harris
476,Mohair Locker Room Pin-Up Boys,Adam Ant,226.5073,6535867,Mike And The Mechanics;Leann Rimes & Brian McFadden;MyKungFu;Jaime Urrutia;The Shamen;Lexi;Ulytau
477,Kaliforn-Eye-A (Feat. Mike Muir),P.o.d,267.80689,6326476,Guaco;Alphonse Mouzon;Nights Like These;Canis Dirus;DMX / Eve / Jadakiss;Bumblefoot;Ice & Breeze;Oscar Peterson Trio;Jars Of Clay;Grupo Sierra Maestra;Simon Harris;Kristine W.;W.A.S.P.;Miguel Migs;Anthony Blea Y Su Charanga;To My Surprise;Georgia Satellites
478,Rakkahin -Be My Love-,Virtuoso,155.11465,217063,Fyah Blaze;Bowen_ Robin Huw;Stimulator;Lil Mz. 313 featuring DJ Rashad;The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan;The Mars Volta;Freddie King;Stanley Clarke & George Duke;Black Eyed Peas / Terry Dexter
479,Viralo Al Reves,Johnny Pacheco,334.52363,8041909,Memphis Jug Band;Carroll Thompson;Spade Cooley;Kyle Eastwood;Don & Juan;Ruffneck;Neon Blonde;Twin Atlantic
480,Glow,King Swamp,341.002,6726244,Mish Mash;Orquesta Broadway;J.C. Lodge;Ndala Kasheba;Eason Chan;Mychael Danna & Jeff Danna;Angel Romero;Liquid Soul;Taint;Petrol
481,Carre Cutia,Hélio Ziskind,148.50567,6155084,Cockney Rejects;Knack;Mel Blanc;Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers;Syl Johnson;Pentangle;Gyptian;Orquesta Sublime;Out Of The Grey;Cargo Cult;Cross Country;Sonny Landreth
482,The Wedding,Brian Dullaghan,147.80036,7524326,Babbie Mason;Carolyn Arends;Inhume;Mick Hucknall
483,La Medalla,Los Chunguitos,215.32689,1765369,Disco D;Rakim feat. Tracey Horton;Pinch feat. Rudey Lee;Lara & The Gumbo Lickers;John Wayne;The Frequency
484,Still a Fool,Groundhogs,1023.86893,6813097,The Small Knives;Savoy Brown;Dave Alvin;Blind Blake;Sonic Subjunkies;DCS;The Villas;Pete Philly & Perquisite;A Tundra
485,Keep Hope Alive,The Crystal Method,341.08036,6836861,Astarte;Jope Ruonansuu;Little Willie John;Bullet For My Valentine;Ec8or;Aberdeen
486,I'll Be Around,Frank Ifield,151.71873,3790866,The Last Vegas;Gorillaz;Teenage Fanclub;Corona;M83;Chelsea
487,Watched By An Angel,Bob Carlisle,274.54649,5925698,Nichols;Desert Dwellers;Precious Bryant;John Wesley Ryles;Silvério Pessoa;Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd
488,Blow-Up (Outtake),Tomorrow,113.26649,8309709,Less Than Jake;Skeeter Davis;High Strung_ The;Galactic;Reni;Blondie;Smart Alex
489,Tercer Mundo,Fito Paez,284.26404,354924,Charlie Byrd;Franz Ferdinand;The Killers;To My Surprise;Arkona;Lauren Wagner & Fred Weldy;Temple Of The Dog;Ned Nash Orchestra;Latif
490,Getting Old Sucks (Album Version),Bill Engvall,132.96281,588664,Kari Tapio;Naughty By Nature;Naughty By Nature featuring Zhane
491,Fucked,Less Than Jake,82.65098,2527785,Blessid Union Of Souls;The Statler Brothers;Tommy James & The Shondells;Gruppo Jazz Marca;Stickboy
492,The Same Man (For Matthew),Rachel Loy,199.8624,3272774,Bobby Darin;Markus;Criminal Class USA is Hush Hush Revolution;Ice;Deep Blue Something;Jenney;Tom Collier;Poptart Monkeys;Mariah Carey;C.L. Smooth;Joe Heaney;Mudhoney;The Monroes;KT Tunstall;Aftermath;Don Davis
493,Take It For Granted,Atomic Rooster,249.93914,4932709,Big Mike Griffin;Suzi Quatro;Taal;Novaspace;Since The Flood;Roger Williams;DAVE MATTHEWS BAND;The Scare
494,Endless Winter,Earth,525.47873,2244592,Serpentine;Joe Derrane_ Frankie Gavin_ Brian McGrath;King Curtis with Jack Dupree;Bad Religion;Eiffel 65;Christian Quast;Ladybug;Salt-N-Pepa;Ini Kamoze;Oscar Castro-Neves;Lifer
495,Let Me Be the One,Hank Locklin,150.282,7685626,The In Crowd / Jah Stitch;Walter Trout;Zachary Richard;Sofia Karlsson;Sonny Landreth;K'Naan
496,Wichita Lineman (LP Version),Young-Holt Unlimited,243.66975,541587,Black Debbath;Metallica;Márcio Faraco;Drag-On / DMX;Death From Above 1979;Tony Mathews;C-Side & Petit Mal
497,Primal Forces,Megadrums,342.88281,2206401,Ziggy Marley And The Melody Makers;Sinch;EPMD / Nocturnal;Pretty Boy Floyd;Jaydee;Ndala Kasheba;Heaven 17;TEN MADISON;Pinchers;Chris Rodriguez;The Sex Pistols;Daler Mehndi;Chitra;Dala
498,Nothing (Album Version),unloco,163.86567,1898265,Tigertailz;Kathleen Madigan;F.I.R.;The Russell Family;The Firesign Theatre;50 Cent / Mobb Deep
499,Ladies And Thugs,DJ Quik,227.57832,810489,US Coast Guard Band;Leon Russell;Seven Mary Three;Livingston Taylor;Gob
500,Zephyrus,Bloc Party,247.97995,4787347,Galactic;Dealership;Albert Préjean
501,Power Shower,Caspa,272.32608,7333911,Deftones;Total Fucking Destruction;Carlton Livingston;Los Iracundos;Sandy Lam;The Accursed;George Faith
502,La Valse De La Cour (BOF Mayerling),Francis Lai,183.92771,559856,Tech N9ne;Five Blind Boys of Alabama;iTAL tEK;Blink-182
503,La Bruja Chafa,Bobby Pulido,182.80444,1666799,Maurice Larcange;Elliot Smith;Eduardo Fernandez;Dead To Me;Byron Cage featuring Tye Tribbett;Mastodon
504,Splitting The Seconds,Nightswimmer,279.19628,6492774,Aiden;Orthrelm;Yuridia;W.A.S.P.;Pumpkin Buzzard;Voyager Series
505,Best In LA,Marc Shaiman,81.18812,2074341,Vex'd;Cachao;Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul;The Bureau De Change;DJ Guy;Bill Murk;The Chinese;T-la Rock;Gal Costa;Christian Quast
506,Locked Away,The Gathering,203.49342,7714027,Gisele MacKenzie;Egberto Gismonti;Jere McAllister;Inspiral Carpets;Sam Butera & The Witnesses;Save As;Jackie Edwards;Naughty By Nature featuring Phiness;Tania Maria;Paloalto;Kat Deluna / Akon;089 Clique feat. Minnesota Snipe & Skinny Cueball;The John Buzon Trio;Fake Problems
507,Shout For Joy  (Celtic Psalms Album Version),Eden's Bridge,170.73587,299868,Arctique;Hal Russell;We Five;Harry Connick_ Jr.;Flowin Immo et Les Freaqz;Kisha;Dédé Saint Prix_ Pakatak;Chico Hamilton;Luke Bryan;Smart Alex;Diesel Boy;Disembowelment;Shakira Featuring Wyclef Jean
508,The Sound From There,Norman Howard,417.48853,2442488,The Chieftains;Angélica María;Les Hou-Lops;Max Stalling;The Glencastle Sound;Mother Superior;Iggy And The Stooges;Taylor Swift;Benny Spellman;Los Jaigüey;Champion Jack Dupree;Isabel Pantoja;Zumpano;Daniel Kobialka
509,Goin' To The River,Alice Cooper,210.54649,6340607,Daler Mehndi;Chitra;Yellowcard
510,Here We Go Again,H-Town,238.94159,2696739,Bryan White;Hi-Fi Companions;New Found Glory;Black Eyed Peas / Terry Dexter;Gall_ France;Santana;Schoolyard Heroes;Chucho Valdés;M83;SOL;Tommy James & The Shondells;Mac Dre;Isaacs;Drouz;NO-TONE ft.Inusa
511,Sing Me Softly of the Blues,Richard Galliano_ Jean-Charles Capon_ Gilles Perrin,347.6371,8118208,Leroy Hutson;Call To Preserve;Esperanza Spalding / Leo Genovese;T-la Rock;The Irish Rovers;Luciano;Mt. Wilson Repeater;PitchBlack;Sensations;Joe Turner / Pee Wee Crayton / Sonny Stitt;Elmore James;The Almost;Amilcar;Laidback Luke & Diplo
512,Min Xechnas (Forse),Dakis,186.87955,8816129,María Elena Walsh;Tree;Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N;Lionel Rogg
513,Somewhere In Between,The Jackson Southernaires,338.12853,2568660,Louisa Mark feat. Kevin Henry;Sylvia Patricia;The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz;Juelz Santana / Bezel;Jim Jones featuring Oshy
514,Looking For A Kiss,Sex Pistols,190.74567,3805140,Naughty By Nature;Christoper Titus;Shai Hulud;Emeneya;Jean Gabin;La Billo_ Los Melódicos;Jaci Velasquez;Eleanor McEvoy;Astarte;Steinski;Marvin Sapp;Tha Chamba;Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx
515,In My Hood (Explicit Album Version),Fabolous,319.92118,91995,Moon Mullican;Nando Lauria;Space Opera;The Florida Boys
516,God In My Bed,K's Choice,183.09179,3252896,Marilyn Horne;Wolfmother;Plasmatics;HA-ASH;Mat Kearney;Cache Cache;The Radio Dept.
517,It Could Never Be You,Bonita,288.57424,7931054,Angelica Maria;Nights Like These;Louisa Mark;Laurindo Almeida;Christos Kedras;Klimperei;Kekele;Galactic;Jonn Serrie;Urge Overkill;Alas
518,Holli Holi Nach Kuriye,Malkit Singh,430.94159,5983596,John Mayall;Trick Trick / Obie Trice;Sonny Simmons;Big John Greer;Hem;SANSHIRO;Sugar Minott;Tom Barabas;Kenny G
519,No Hay Manera,El Gran Combo De Puerto Rico,271.64689,5621557,Francky Vincent;Mirah;Leon Russel;BT feat. JES;Pegy Zina
520,Defend You (Album Version),Silverstein,208.16934,1322746,Bob Willis;Pedro Garcia & His Del Prado Orchestra;Thrice;Lynn August;Ruben Cossani;Barry Mann
521,Novakane,Black Sheep,247.30077,5179964,Lit;Los Fabulosos Cadillacs;Emeneya;Charlie Cruz;Black Flag;Joe Bataan;Hal Russell;Byron Cage featuring Tye Tribbett;Mystic Rhythms Band
522,Alma_ Corazón Y Vida,Dyango,248.16281,1672773,Gato Perez;The Creation;Eric Demarsan;Bebo Norman;Johnny Winter;Unison;Birds of Prey;DJ Taz;Leonid Rudenko;Berlin;Taya wooden;SUE THOMPSON
523,Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),Tim Wilson,123.58485,262425,Hysterie;Molesta Ewenement;Tito Puenté;POLINA;Tad
524,Baal's Hymn,David Bowie,243.06893,556780,Bionikworld;Corderoy & U4IC DJ'S;Keira Green;Blackbyrds
525,St Patrick's An Dro,Carlos Nuñez,213.89016,3262802,Camp Lo;G.G. Allin;Andrew W.K.;Time Factory;Sandi Thom;Unearth;Pearl Jam;Nestor Torres;Plump DJs;J.J. Cale & Eric Clapton;Nick Colionne
526,Come On (Sessions@AOL Version),Ben Jelen,219.61098,80542,Aesop Rock;Savoy Brown;Francis Dunnery;Laurie Berkner;Pablo Montero;Emile Vacher;Jeff Wahl;Hiram Bullock;Kathy Troccoli with Aaron Jeoffrey;Fran Perea;Olivier Messiaen;brokeNCYDE;Barbara Fairchild;Paul Rogers;O'2L;Flávio José;State of Chaos;Saafir
527,If I Couldn't Hold Back The Dawn,Carl Smith,156.55138,5235804,RUN-DMC;Jimmy Cliff;Dub Pistols feat. TK & JMS;Marvin Sapp;Shy FX & T Power;Albert Préjean;Dr Bombay
528,Tear It Up (LP Version),Michael McDonald,267.83302,8441721,Mest;Jean Carignan;El Gran Silencio;Time Zone
529,Again (Instrumental),Janet Jackson,232.202,3088193,Roy Buchanan;Johnny Cash;Michelle Tumes;Josie;Hatiras & Slarta John
530,Voyage to eternal Life,Astarte,568.78975,1341550,Commander Cody And His Lost Planet Airmen;Monique Morelli;Bobby "Blue" Bland;From Dying Skies;Al Dexter;The Crystal Method;Konstantinos Galanos;Belle & Sebastian;Sex Pistols;Bruce Rowland;Pursuit Of Happiness;Rance Allen Group;DJ Rashad featuring DJ Chi Boogie;Chris Vickery;George Lopez;Tom Petty And The Heartbreakers;Weirdos_ The
531,The Benevolent Path,Vulture Industries,379.29751,7765771,Axe;Panzer AG;Burt Bacharach;6CycleMind;Sofi Marinova;John Davis & Emma Doyle;Luke Vibert;Sleepy D;Carl Doy with NZSO
532,Forget Me Knots (Bailey Remix),Roni Size,397.08689,334536,Aleks Syntek;Klaus Badelt;Mr Brown;Leaders Of The New School;Aurlus Mabélé;Tabu Ley Rochereau;Foghat;Big Daddy Kane;David Banner;Dancecore Allstars;Britt Nicole;The Kings
533,Radioland,The Cate Brothers,273.8673,2818953,Margaret Becker;Since The Flood;John Stevens;Slick Rick;Hot Live Guys;Eberhard Weber;Smartbomb;!!!
534,When Rules Change,Life In Your Way,198.05995,2670562,Maroon 5;Koordinate Of Wonders;Herbstrock
535,Together We Stand (Album Version),The Winans,300.59057,3844675,Luciano;Sun Yan-Zi;Richard Hell & The Voidoids;Milan Band
536,Take The Time,Michael Stanley Band,335.09832,5869110,Vanessa Bell Armstrong;Jeff Scott Soto;Joe Rogan;Plump DJs;Daft Punk;Zimbabwe Legit;Rupa & the April Fishes
537,Young Urbans,Punk'd Royal,276.37506,8874567,Bad Company;Carlton Livingston;Everly Brothers
538,Kan Hai De Ri Zi,Hacken Lee,221.962,276349,Joe Bataan;Leona Naess;Amalia Avgoustaki;Ice_ Lucky Luciano_ Filero
539,Cet Air Étrange (Take 1 - Abbey Road Rough Mix),Étienne Daho,237.50485,3765068,Vana;Freddie Roulette;Barry Mann;Lexie Mountain Boys;Catherine Howe;Gwen Stefani;Capleton;Mighty Mighty Bosstones;Dickies;OutKast;Dine et Déon;Dead To Me;Jazz Crusaders;Deborah Allen
540,Hold On,22-20s,317.46567,104333,Gabriel Grossi;Miriam Yeung;Roger McGuinn;Richie Ray & Bobby Cruz;Tiny Bradshaw;A Perfect Murder;Eddie Boyd;Dead Kennedys;John Davis & Emma Doyle;The Willis Brothers
541,I Don't Like You,Buzzov¬"en,333.58322,2390594,bel canto;Roger Sanchez;The Last Vegas;Sao Paris;Paris Musette;Raze;Bombay Rockers;Lauren Wagner & Fred Weldy;Richard Walters;lextrical;The Pharcyde / Big Boy / Schmooche Cat / Randy Mack;Mirah;Mike Jones (Featuring CJ_ Mello & Lil' Bran);Josh White;The White Stripes;Soul Embraced;Twinkle Twinkle Little Rock Star;The Booth Brothers
542,Mykel And Carli,Weezer,172.14649,7504079,Kathy Troccoli with Aaron Jeoffrey;Melissa Auf der Maur;Gran Coquivacoa;Neviss;The Fontane Sisters
543,You Gotta Be Safe,Twenty 4 Seven,223.18975,8681172,Leana;Catupecu Machu;Lennie Tristano;Love Jones
544,Believe In What I Say,Cookies,193.69751,7443905,Mary Black;Electric Light Orchestra;Sick Puppies;Clarence Profit;Kyle Riabko;Sonny Landreth
